"DCID","ProductID","CurrentQuantity","ReorderPoint","LastUpdated"
1,76,3916,227,"2025-10-23T22:43:19.925515"
1,77,2432,186,"2025-10-23T22:43:19.925515"
1,78,2834,115,"2025-10-23T22:43:19.925515"
1,79,1178,120,"2025-10-23T22:43:19.925515"
1,80,4841,69,"2025-10-23T22:43:19.925515"
1,81,1436,80,"2025-10-23T22:43:19.925515"
1,82,954,133,"2025-10-23T22:43:19.925515"
1,83,3416,278,"2025-10-23T22:43:19.925515"
1,84,4777,481,"2025-10-23T22:43:19.925515"
1,85,4886,216,"2025-10-23T22:43:19.925515"
1,86,1535,111,"2025-10-23T22:43:19.925515"
1,87,767,120,"2025-10-23T22:43:19.925515"
1,88,3503,144,"2025-10-23T22:43:19.925515"
1,89,699,67,"2025-10-23T22:43:19.925515"
1,90,4970,246,"2025-10-23T22:43:19.925515"
1,91,3064,185,"2025-10-23T22:43:19.925515"
1,92,875,76,"2025-10-23T22:43:19.925515"
1,93,3092,353,"2025-10-23T22:43:19.925515"
1,94,2088,268,"2025-10-23T22:43:19.925515"
1,95,2494,375,"2025-10-23T22:43:19.925515"
1,96,4211,260,"2025-10-23T22:43:19.925515"
1,97,2586,261,"2025-10-23T22:43:19.925515"
1,98,1571,208,"2025-10-23T22:43:19.925515"
1,99,1793,324,"2025-10-23T22:43:19.925515"
1,100,958,126,"2025-10-23T22:43:19.925515"
1,101,2660,371,"2025-10-23T22:43:19.925515"
1,102,3620,254,"2025-10-23T22:43:19.925515"
1,103,4693,273,"2025-10-23T22:43:19.925515"
1,104,1848,213,"2025-10-23T22:43:19.925515"
1,105,2762,379,"2025-10-23T22:43:19.925515"
1,106,3541,172,"2025-10-23T22:43:19.925515"
1,107,2436,220,"2025-10-23T22:43:19.925515"
1,108,4679,462,"2025-10-23T22:43:19.925515"
1,109,4213,403,"2025-10-23T22:43:19.925515"
1,110,3255,417,"2025-10-23T22:43:19.925515"
1,111,3996,133,"2025-10-23T22:43:19.925515"
1,112,611,101,"2025-10-23T22:43:19.925515"
1,113,4352,446,"2025-10-23T22:43:19.925515"
1,114,2052,139,"2025-10-23T22:43:19.925515"
1,115,944,154,"2025-10-23T22:43:19.925515"
1,116,4497,354,"2025-10-23T22:43:19.925515"
1,117,1487,135,"2025-10-23T22:43:19.925515"
1,118,564,109,"2025-10-23T22:43:19.925515"
1,119,3911,71,"2025-10-23T22:43:19.925515"
1,120,3007,78,"2025-10-23T22:43:19.925515"
1,121,1789,334,"2025-10-23T22:43:19.925515"
1,122,2673,178,"2025-10-23T22:43:19.925515"
1,123,3900,137,"2025-10-23T22:43:19.925515"
1,124,3984,290,"2025-10-23T22:43:19.925515"
1,125,3300,84,"2025-10-23T22:43:19.925515"
1,126,3704,202,"2025-10-23T22:43:19.925515"
1,127,3668,176,"2025-10-23T22:43:19.925515"
1,128,803,64,"2025-10-23T22:43:19.925515"
1,129,1610,270,"2025-10-23T22:43:19.925515"
1,130,2881,178,"2025-10-23T22:43:19.925515"
1,131,1369,262,"2025-10-23T22:43:19.925515"
1,132,1449,237,"2025-10-23T22:43:19.925515"
1,133,3116,371,"2025-10-23T22:43:19.925515"
1,134,724,110,"2025-10-23T22:43:19.925515"
1,135,1473,52,"2025-10-23T22:43:19.925515"
1,136,695,89,"2025-10-23T22:43:19.925515"
1,137,1577,185,"2025-10-23T22:43:19.925515"
1,138,3841,130,"2025-10-23T22:43:19.925515"
1,139,663,68,"2025-10-23T22:43:19.925515"
1,140,668,92,"2025-10-23T22:43:19.925515"
1,141,698,138,"2025-10-23T22:43:19.925515"
1,142,4934,114,"2025-10-23T22:43:19.925515"
1,143,4634,400,"2025-10-23T22:43:19.925515"
1,144,1418,129,"2025-10-23T22:43:19.925515"
1,145,1859,284,"2025-10-23T22:43:19.925515"
1,146,3136,407,"2025-10-23T22:43:19.925515"
1,147,4878,215,"2025-10-23T22:43:19.925515"
1,148,2206,209,"2025-10-23T22:43:19.925515"
1,149,3129,171,"2025-10-23T22:43:19.925515"
1,150,1272,152,"2025-10-23T22:43:19.925515"
1,151,3805,371,"2025-10-23T22:43:19.925515"
1,152,3425,460,"2025-10-23T22:43:19.925515"
1,153,4447,319,"2025-10-23T22:43:19.925515"
1,154,2661,362,"2025-10-23T22:43:19.925515"
1,155,4916,243,"2025-10-23T22:43:19.925515"
1,156,3038,466,"2025-10-23T22:43:19.925515"
1,157,1195,53,"2025-10-23T22:43:19.925515"
1,158,1838,247,"2025-10-23T22:43:19.925515"
1,159,2133,340,"2025-10-23T22:43:19.925515"
1,160,3604,355,"2025-10-23T22:43:19.925515"
1,161,2607,359,"2025-10-23T22:43:19.925515"
1,162,1491,72,"2025-10-23T22:43:19.925515"
1,163,712,85,"2025-10-23T22:43:19.925515"
1,164,1753,293,"2025-10-23T22:43:19.925515"
1,165,3730,152,"2025-10-23T22:43:19.925515"
1,166,2660,73,"2025-10-23T22:43:19.925515"
1,167,4776,151,"2025-10-23T22:43:19.925515"
1,168,1569,87,"2025-10-23T22:43:19.925515"
1,169,4331,411,"2025-10-23T22:43:19.925515"
1,170,2847,243,"2025-10-23T22:43:19.925515"
1,171,2290,305,"2025-10-23T22:43:19.925515"
1,172,1579,139,"2025-10-23T22:43:19.925515"
1,173,2716,148,"2025-10-23T22:43:19.925515"
1,174,1699,333,"2025-10-23T22:43:19.925515"
1,175,3409,217,"2025-10-23T22:43:19.925515"
1,176,1326,195,"2025-10-23T22:43:19.925515"
1,177,4735,232,"2025-10-23T22:43:19.925515"
1,178,2019,91,"2025-10-23T22:43:19.925515"
1,179,4957,439,"2025-10-23T22:43:19.925515"
1,180,2734,268,"2025-10-23T22:43:19.925515"
1,181,4435,262,"2025-10-23T22:43:19.925515"
1,182,1913,203,"2025-10-23T22:43:19.925515"
1,183,2135,272,"2025-10-23T22:43:19.925515"
1,184,1210,122,"2025-10-23T22:43:19.925515"
1,185,4915,397,"2025-10-23T22:43:19.925515"
1,186,4831,234,"2025-10-23T22:43:19.925515"
1,187,775,71,"2025-10-23T22:43:19.925515"
1,188,3237,124,"2025-10-23T22:43:19.925515"
1,189,1828,207,"2025-10-23T22:43:19.925515"
1,190,617,76,"2025-10-23T22:43:19.925515"
1,191,2925,271,"2025-10-23T22:43:19.925515"
1,192,4774,419,"2025-10-23T22:43:19.925515"
1,193,4298,168,"2025-10-23T22:43:19.925515"
1,194,2867,171,"2025-10-23T22:43:19.925515"
1,195,3790,183,"2025-10-23T22:43:19.925515"
1,196,4565,391,"2025-10-23T22:43:19.925515"
1,197,4541,258,"2025-10-23T22:43:19.925515"
1,198,4452,348,"2025-10-23T22:43:19.925515"
1,199,977,110,"2025-10-23T22:43:19.925515"
1,200,1763,294,"2025-10-23T22:43:19.925515"
1,201,2864,71,"2025-10-23T22:43:19.925515"
1,202,2195,360,"2025-10-23T22:43:19.925515"
1,203,2851,296,"2025-10-23T22:43:19.925515"
1,204,1865,227,"2025-10-23T22:43:19.925515"
1,205,4879,60,"2025-10-23T22:43:19.925515"
1,206,3365,102,"2025-10-23T22:43:19.925515"
1,207,3925,367,"2025-10-23T22:43:19.925515"
1,208,2623,456,"2025-10-23T22:43:19.925515"
1,209,2979,382,"2025-10-23T22:43:19.925515"
1,210,1741,225,"2025-10-23T22:43:19.925515"
1,211,4806,321,"2025-10-23T22:43:19.925515"
1,212,1858,124,"2025-10-23T22:43:19.925515"
1,213,2106,419,"2025-10-23T22:43:19.925515"
1,214,1064,96,"2025-10-23T22:43:19.925515"
1,215,2048,405,"2025-10-23T22:43:19.925515"
1,216,4326,156,"2025-10-23T22:43:19.925515"
1,217,1059,161,"2025-10-23T22:43:19.925515"
1,218,3553,276,"2025-10-23T22:43:19.925515"
1,219,4739,121,"2025-10-23T22:43:19.925515"
1,220,593,84,"2025-10-23T22:43:19.925515"
1,221,4682,196,"2025-10-23T22:43:19.925515"
1,222,2021,218,"2025-10-23T22:43:19.925515"
1,223,2330,125,"2025-10-23T22:43:19.925515"
1,224,3050,292,"2025-10-23T22:43:19.925515"
1,225,3059,309,"2025-10-23T22:43:19.925515"
1,226,2739,289,"2025-10-23T22:43:19.925515"
1,227,3464,344,"2025-10-23T22:43:19.925515"
1,228,2245,359,"2025-10-23T22:43:19.925515"
1,229,1417,159,"2025-10-23T22:43:19.925515"
1,230,3602,268,"2025-10-23T22:43:19.925515"
1,231,1606,141,"2025-10-23T22:43:19.925515"
1,232,763,152,"2025-10-23T22:43:19.925515"
1,233,2134,127,"2025-10-23T22:43:19.925515"
1,234,1272,176,"2025-10-23T22:43:19.925515"
1,235,2466,197,"2025-10-23T22:43:19.925515"
1,236,2117,50,"2025-10-23T22:43:19.925515"
1,237,2959,376,"2025-10-23T22:43:19.925515"
1,238,1589,231,"2025-10-23T22:43:19.925515"
1,239,703,128,"2025-10-23T22:43:19.925515"
1,240,4864,352,"2025-10-23T22:43:19.925515"
1,241,662,128,"2025-10-23T22:43:19.925515"
1,242,4388,491,"2025-10-23T22:43:19.925515"
1,243,1658,115,"2025-10-23T22:43:19.925515"
1,244,2705,55,"2025-10-23T22:43:19.925515"
1,245,4583,238,"2025-10-23T22:43:19.925515"
1,246,551,75,"2025-10-23T22:43:19.925515"
1,247,690,136,"2025-10-23T22:43:19.925515"
1,248,3514,66,"2025-10-23T22:43:19.925515"
1,249,3545,194,"2025-10-23T22:43:19.925515"
1,250,4695,323,"2025-10-23T22:43:19.925515"
1,251,4517,250,"2025-10-23T22:43:19.925515"
1,252,1319,235,"2025-10-23T22:43:19.925515"
1,253,2639,342,"2025-10-23T22:43:19.925515"
1,254,1746,301,"2025-10-23T22:43:19.925515"
1,255,4391,416,"2025-10-23T22:43:19.925515"
1,256,4429,328,"2025-10-23T22:43:19.925515"
1,257,784,70,"2025-10-23T22:43:19.925515"
1,258,4152,151,"2025-10-23T22:43:19.925515"
1,259,3259,339,"2025-10-23T22:43:19.925515"
1,260,863,123,"2025-10-23T22:43:19.925515"
1,261,4137,435,"2025-10-23T22:43:19.925515"
1,262,1990,97,"2025-10-23T22:43:19.925515"
1,263,2035,349,"2025-10-23T22:43:19.925515"
1,264,4084,236,"2025-10-23T22:43:19.925515"
1,265,4201,269,"2025-10-23T22:43:19.925515"
1,266,2448,58,"2025-10-23T22:43:19.925515"
1,267,4148,148,"2025-10-23T22:43:19.925515"
1,268,540,70,"2025-10-23T22:43:19.925515"
1,269,1887,93,"2025-10-23T22:43:19.925515"
1,270,1017,58,"2025-10-23T22:43:19.925515"
1,271,2550,206,"2025-10-23T22:43:19.925515"
1,272,3098,204,"2025-10-23T22:43:19.925515"
1,273,2780,194,"2025-10-23T22:43:19.925515"
1,274,4295,250,"2025-10-23T22:43:19.925515"
1,275,1785,337,"2025-10-23T22:43:19.925515"
1,276,612,92,"2025-10-23T22:43:19.925515"
1,277,3955,324,"2025-10-23T22:43:19.925515"
1,278,1828,64,"2025-10-23T22:43:19.925515"
1,279,1643,119,"2025-10-23T22:43:19.925515"
1,280,1978,254,"2025-10-23T22:43:19.925515"
1,281,783,128,"2025-10-23T22:43:19.925515"
1,282,4330,304,"2025-10-23T22:43:19.925515"
1,283,3975,402,"2025-10-23T22:43:19.925515"
1,284,3200,55,"2025-10-23T22:43:19.925515"
1,285,1886,237,"2025-10-23T22:43:19.925515"
1,286,3982,138,"2025-10-23T22:43:19.925515"
1,287,3989,449,"2025-10-23T22:43:19.925515"
1,288,3480,337,"2025-10-23T22:43:19.925515"
1,289,3784,315,"2025-10-23T22:43:19.925515"
1,290,2602,196,"2025-10-23T22:43:19.925515"
1,291,4928,321,"2025-10-23T22:43:19.925515"
1,292,2815,220,"2025-10-23T22:43:19.925515"
1,293,3150,466,"2025-10-23T22:43:19.925515"
1,294,4405,411,"2025-10-23T22:43:19.925515"
1,295,1448,236,"2025-10-23T22:43:19.925515"
1,296,1789,104,"2025-10-23T22:43:19.925515"
1,297,1883,352,"2025-10-23T22:43:19.925515"
1,298,650,78,"2025-10-23T22:43:19.925515"
1,299,1515,198,"2025-10-23T22:43:19.925515"
1,300,3065,194,"2025-10-23T22:43:19.925515"
1,301,809,61,"2025-10-23T22:43:19.925515"
1,302,2856,420,"2025-10-23T22:43:19.925515"
1,303,2586,128,"2025-10-23T22:43:19.925515"
1,304,2046,359,"2025-10-23T22:43:19.925515"
1,305,1828,309,"2025-10-23T22:43:19.925515"
1,306,633,56,"2025-10-23T22:43:19.925515"
1,307,2117,380,"2025-10-23T22:43:19.925515"
1,308,1318,112,"2025-10-23T22:43:19.925515"
1,309,3118,275,"2025-10-23T22:43:19.925515"
1,310,4037,280,"2025-10-23T22:43:19.925515"
1,311,4083,406,"2025-10-23T22:43:19.925515"
1,312,643,78,"2025-10-23T22:43:19.925515"
1,313,3732,212,"2025-10-23T22:43:19.925515"
1,314,3496,384,"2025-10-23T22:43:19.925515"
1,315,736,52,"2025-10-23T22:43:19.925515"
1,316,1120,114,"2025-10-23T22:43:19.925515"
1,317,3965,408,"2025-10-23T22:43:19.925515"
1,318,2460,291,"2025-10-23T22:43:19.925515"
1,319,4186,208,"2025-10-23T22:43:19.925515"
1,320,1553,191,"2025-10-23T22:43:19.925515"
1,321,4985,220,"2025-10-23T22:43:19.925515"
1,322,746,62,"2025-10-23T22:43:19.925515"
1,323,759,150,"2025-10-23T22:43:19.925515"
1,324,4286,375,"2025-10-23T22:43:19.925515"
1,325,4601,114,"2025-10-23T22:43:19.925515"
1,326,1390,74,"2025-10-23T22:43:19.925515"
1,327,4361,374,"2025-10-23T22:43:19.925515"
1,328,3821,155,"2025-10-23T22:43:19.925515"
1,329,1375,103,"2025-10-23T22:43:19.925515"
1,330,731,128,"2025-10-23T22:43:19.925515"
1,331,3731,279,"2025-10-23T22:43:19.925515"
1,332,3949,149,"2025-10-23T22:43:19.925515"
1,333,3247,358,"2025-10-23T22:43:19.925515"
1,334,1915,147,"2025-10-23T22:43:19.925515"
1,335,510,73,"2025-10-23T22:43:19.925515"
1,336,2304,137,"2025-10-23T22:43:19.925515"
1,337,822,83,"2025-10-23T22:43:19.925515"
1,338,911,95,"2025-10-23T22:43:19.925515"
1,339,571,109,"2025-10-23T22:43:19.925515"
1,340,3454,356,"2025-10-23T22:43:19.925515"
1,341,3692,470,"2025-10-23T22:43:19.925515"
1,342,4531,296,"2025-10-23T22:43:19.925515"
1,343,4667,329,"2025-10-23T22:43:19.925515"
1,344,654,51,"2025-10-23T22:43:19.925515"
1,345,1169,218,"2025-10-23T22:43:19.925515"
1,346,3297,474,"2025-10-23T22:43:19.925515"
1,347,4812,322,"2025-10-23T22:43:19.925515"
1,348,2346,406,"2025-10-23T22:43:19.925515"
1,349,3205,68,"2025-10-23T22:43:19.925515"
1,350,2626,278,"2025-10-23T22:43:19.925515"
1,351,513,51,"2025-10-23T22:43:19.925515"
1,352,1186,159,"2025-10-23T22:43:19.925515"
1,353,2398,200,"2025-10-23T22:43:19.925515"
1,354,3547,283,"2025-10-23T22:43:19.925515"
1,355,4345,113,"2025-10-23T22:43:19.925515"
1,356,2805,377,"2025-10-23T22:43:19.925515"
1,357,2704,401,"2025-10-23T22:43:19.925515"
1,358,3465,233,"2025-10-23T22:43:19.925515"
1,359,2277,290,"2025-10-23T22:43:19.925515"
1,360,3077,363,"2025-10-23T22:43:19.925515"
1,361,3052,157,"2025-10-23T22:43:19.925515"
1,362,2286,244,"2025-10-23T22:43:19.925515"
1,363,2073,253,"2025-10-23T22:43:19.925515"
1,364,1998,270,"2025-10-23T22:43:19.925515"
1,365,4357,384,"2025-10-23T22:43:19.925515"
1,366,4926,378,"2025-10-23T22:43:19.925515"
1,367,3788,337,"2025-10-23T22:43:19.925515"
1,368,1593,246,"2025-10-23T22:43:19.925515"
1,369,1044,83,"2025-10-23T22:43:19.925515"
1,370,879,135,"2025-10-23T22:43:19.925515"
1,371,4376,495,"2025-10-23T22:43:19.925515"
1,372,2989,65,"2025-10-23T22:43:19.925515"
1,373,3944,249,"2025-10-23T22:43:19.925515"
1,374,2916,210,"2025-10-23T22:43:19.925515"
1,375,2300,449,"2025-10-23T22:43:19.925515"
1,376,1273,240,"2025-10-23T22:43:19.925515"
1,377,1008,190,"2025-10-23T22:43:19.925515"
1,378,2512,498,"2025-10-23T22:43:19.925515"
1,379,1654,211,"2025-10-23T22:43:19.925515"
1,380,1589,141,"2025-10-23T22:43:19.925515"
1,381,4252,189,"2025-10-23T22:43:19.925515"
1,382,1340,185,"2025-10-23T22:43:19.925515"
1,383,1028,163,"2025-10-23T22:43:19.925515"
1,384,1104,147,"2025-10-23T22:43:19.925515"
1,385,3129,422,"2025-10-23T22:43:19.925515"
1,386,1347,195,"2025-10-23T22:43:19.925515"
1,387,3961,222,"2025-10-23T22:43:19.925515"
1,388,2093,91,"2025-10-23T22:43:19.925515"
1,389,1441,130,"2025-10-23T22:43:19.925515"
1,390,4560,169,"2025-10-23T22:43:19.925515"
1,391,3798,84,"2025-10-23T22:43:19.925515"
1,392,3608,297,"2025-10-23T22:43:19.925515"
1,393,883,120,"2025-10-23T22:43:19.925515"
1,394,3012,356,"2025-10-23T22:43:19.925515"
1,395,4847,150,"2025-10-23T22:43:19.925515"
1,396,4855,117,"2025-10-23T22:43:19.925515"
1,397,3992,150,"2025-10-23T22:43:19.925515"
1,398,4876,405,"2025-10-23T22:43:19.925515"
1,399,1569,221,"2025-10-23T22:43:19.925515"
1,400,1289,116,"2025-10-23T22:43:19.925515"
1,401,2931,489,"2025-10-23T22:43:19.925515"
1,402,4717,238,"2025-10-23T22:43:19.925515"
1,403,4230,421,"2025-10-23T22:43:19.925515"
1,404,4408,131,"2025-10-23T22:43:19.925515"
1,405,3676,129,"2025-10-23T22:43:19.925515"
1,406,4784,486,"2025-10-23T22:43:19.925515"
1,407,3450,417,"2025-10-23T22:43:19.925515"
1,408,1440,97,"2025-10-23T22:43:19.925515"
1,409,2265,206,"2025-10-23T22:43:19.925515"
1,410,2625,116,"2025-10-23T22:43:19.925515"
1,411,1057,103,"2025-10-23T22:43:19.925515"
1,412,2242,220,"2025-10-23T22:43:19.925515"
1,413,3294,134,"2025-10-23T22:43:19.925515"
1,414,736,128,"2025-10-23T22:43:19.925515"
1,415,692,93,"2025-10-23T22:43:19.925515"
1,416,3791,323,"2025-10-23T22:43:19.925515"
1,417,2383,330,"2025-10-23T22:43:19.925515"
1,418,1445,121,"2025-10-23T22:43:19.925515"
1,419,4274,366,"2025-10-23T22:43:19.925515"
1,420,4253,159,"2025-10-23T22:43:19.925515"
1,421,783,61,"2025-10-23T22:43:19.925515"
1,422,4699,327,"2025-10-23T22:43:19.925515"
1,423,2211,219,"2025-10-23T22:43:19.925515"
1,424,3467,138,"2025-10-23T22:43:19.925515"
1,425,3434,102,"2025-10-23T22:43:19.925515"
1,426,4878,79,"2025-10-23T22:43:19.925515"
1,427,3498,263,"2025-10-23T22:43:19.925515"
1,428,4294,73,"2025-10-23T22:43:19.925515"
1,429,3130,331,"2025-10-23T22:43:19.925515"
1,430,2172,324,"2025-10-23T22:43:19.925515"
1,431,3354,129,"2025-10-23T22:43:19.925515"
1,432,2066,280,"2025-10-23T22:43:19.925515"
1,433,4197,71,"2025-10-23T22:43:19.925515"
1,434,2058,358,"2025-10-23T22:43:19.925515"
1,435,4790,443,"2025-10-23T22:43:19.925515"
1,436,578,57,"2025-10-23T22:43:19.925515"
1,437,1715,271,"2025-10-23T22:43:19.925515"
1,438,3763,308,"2025-10-23T22:43:19.925515"
1,439,4865,435,"2025-10-23T22:43:19.925515"
1,440,2005,77,"2025-10-23T22:43:19.925515"
1,441,2050,232,"2025-10-23T22:43:19.925515"
1,442,2419,101,"2025-10-23T22:43:19.925515"
1,443,4229,195,"2025-10-23T22:43:19.925515"
1,444,4440,314,"2025-10-23T22:43:19.925515"
1,445,2869,380,"2025-10-23T22:43:19.925515"
1,446,2931,440,"2025-10-23T22:43:19.925515"
1,447,4962,356,"2025-10-23T22:43:19.925515"
1,448,1884,210,"2025-10-23T22:43:19.925515"
1,449,4341,435,"2025-10-23T22:43:19.925515"
1,450,1992,315,"2025-10-23T22:43:19.925515"
1,451,1908,325,"2025-10-23T22:43:19.925515"
1,452,4461,78,"2025-10-23T22:43:19.925515"
1,453,4598,348,"2025-10-23T22:43:19.925515"
1,454,2908,249,"2025-10-23T22:43:19.925515"
1,455,4710,180,"2025-10-23T22:43:19.925515"
1,456,556,105,"2025-10-23T22:43:19.925515"
1,457,3843,231,"2025-10-23T22:43:19.925515"
1,458,4748,376,"2025-10-23T22:43:19.925515"
1,459,2889,324,"2025-10-23T22:43:19.925515"
1,460,854,149,"2025-10-23T22:43:19.925515"
1,461,3209,208,"2025-10-23T22:43:19.925515"
1,462,3743,53,"2025-10-23T22:43:19.925515"
1,463,532,92,"2025-10-23T22:43:19.925515"
1,464,3249,450,"2025-10-23T22:43:19.925515"
1,465,4614,304,"2025-10-23T22:43:19.925515"
1,466,1536,97,"2025-10-23T22:43:19.925515"
1,467,4501,228,"2025-10-23T22:43:19.925515"
1,468,4445,298,"2025-10-23T22:43:19.925515"
1,469,4326,432,"2025-10-23T22:43:19.925515"
1,470,509,80,"2025-10-23T22:43:19.925515"
1,471,2640,124,"2025-10-23T22:43:19.925515"
1,472,2594,415,"2025-10-23T22:43:19.925515"
1,473,3269,125,"2025-10-23T22:43:19.925515"
1,474,562,89,"2025-10-23T22:43:19.925515"
1,475,3283,455,"2025-10-23T22:43:19.925515"
1,476,1373,97,"2025-10-23T22:43:19.925515"
1,477,4314,298,"2025-10-23T22:43:19.925515"
1,478,3982,116,"2025-10-23T22:43:19.925515"
1,479,639,82,"2025-10-23T22:43:19.925515"
1,480,1615,102,"2025-10-23T22:43:19.925515"
1,481,1278,132,"2025-10-23T22:43:19.925515"
1,482,2852,127,"2025-10-23T22:43:19.925515"
1,483,3302,355,"2025-10-23T22:43:19.925515"
1,484,2247,353,"2025-10-23T22:43:19.925515"
1,485,1451,283,"2025-10-23T22:43:19.925515"
1,486,2423,139,"2025-10-23T22:43:19.925515"
1,487,2812,345,"2025-10-23T22:43:19.925515"
1,488,1217,228,"2025-10-23T22:43:19.925515"
1,489,4999,178,"2025-10-23T22:43:19.925515"
1,490,558,77,"2025-10-23T22:43:19.925515"
1,491,4313,412,"2025-10-23T22:43:19.925515"
1,492,4909,297,"2025-10-23T22:43:19.925515"
1,493,3731,68,"2025-10-23T22:43:19.925515"
1,494,3352,69,"2025-10-23T22:43:19.925515"
1,495,1355,232,"2025-10-23T22:43:19.925515"
1,496,3911,161,"2025-10-23T22:43:19.925515"
1,497,3274,474,"2025-10-23T22:43:19.925515"
1,498,2380,70,"2025-10-23T22:43:19.925515"
1,499,3056,230,"2025-10-23T22:43:19.925515"
1,500,1422,67,"2025-10-23T22:43:19.925515"
1,501,2249,240,"2025-10-23T22:43:19.925515"
1,502,3160,281,"2025-10-23T22:43:19.925515"
1,503,4062,328,"2025-10-23T22:43:19.925515"
1,504,2026,331,"2025-10-23T22:43:19.925515"
1,505,3172,166,"2025-10-23T22:43:19.925515"
1,506,4712,473,"2025-10-23T22:43:19.925515"
1,507,892,164,"2025-10-23T22:43:19.925515"
1,508,1544,285,"2025-10-23T22:43:19.925515"
1,509,2748,337,"2025-10-23T22:43:19.925515"
1,510,1377,146,"2025-10-23T22:43:19.925515"
1,511,684,67,"2025-10-23T22:43:19.925515"
1,512,1831,139,"2025-10-23T22:43:19.925515"
1,513,3014,343,"2025-10-23T22:43:19.925515"
1,514,3179,409,"2025-10-23T22:43:19.925515"
1,515,982,97,"2025-10-23T22:43:19.925515"
1,516,4109,218,"2025-10-23T22:43:19.925515"
1,517,3514,364,"2025-10-23T22:43:19.925515"
1,518,4309,240,"2025-10-23T22:43:19.925515"
